login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
rahuldkjain,rahuldkjain/awesome-python,2019-09-06T05:16:42Z,3,3,,True,False,other
rahuldkjain,rahuldkjain/awesome-vue,2019-07-08T03:25:59Z,0,0,,True,False,
rahuldkjain,rahuldkjain/Bill,2017-10-01T10:49:05Z,0,0,PHP,True,True,
rahuldkjain,rahuldkjain/blog,2020-05-18T02:31:09Z,3,3,HTML,True,True,
rahuldkjain,rahuldkjain/Budgety,2018-01-07T07:58:44Z,2,2,JavaScript,True,True,
rahuldkjain,rahuldkjain/Car-Pool,2018-09-09T04:13:12Z,1,1,HTML,True,True,
rahuldkjain,rahuldkjain/cards-stack-animation,2022-03-09T05:15:54Z,20,20,TypeScript,True,True,apache-2.0
rahuldkjain,rahuldkjain/Chatbot,2018-12-05T04:35:19Z,0,0,Python,True,True,
rahuldkjain,rahuldkjain/classification-using-custom-activation-functions,2020-05-30T04:49:33Z,1,1,Jupyter Notebook,True,True,gpl-3.0
rahuldkjain,rahuldkjain/coala-bears,2018-08-25T13:58:13Z,0,0,Python,True,False,agpl-3.0
rahuldkjain,rahuldkjain/color-themes,2019-10-17T05:33:20Z,0,0,Vue,True,True,mit
rahuldkjain,rahuldkjain/cool-bio-analytics,2021-07-14T05:06:14Z,4,4,JavaScript,True,True,mit
rahuldkjain,rahuldkjain/CoviThread,2019-05-18T04:35:24Z,0,0,Java,True,True,
rahuldkjain,rahuldkjain/CP,2018-07-13T10:02:40Z,0,0,Python,True,True,
rahuldkjain,rahuldkjain/Crop_Prediction,2019-03-02T05:50:40Z,63,63,HTML,True,True,
rahuldkjain,rahuldkjain/css-animation-transition-cheatsheet,2019-08-26T13:16:50Z,1,1,CSS,True,True,
rahuldkjain,rahuldkjain/css-grid-cheatsheet,2019-08-26T13:16:05Z,1,1,HTML,True,True,
rahuldkjain,rahuldkjain/Data-Structures-using-Python,2018-08-16T13:43:46Z,2,2,Jupyter Notebook,True,True,gpl-3.0
rahuldkjain,rahuldkjain/developerFolio,2020-04-10T14:23:41Z,4,4,,True,True,gpl-3.0
rahuldkjain,rahuldkjain/dhundho,2019-08-03T05:41:00Z,1,1,Java,True,True,
rahuldkjain,rahuldkjain/dhundho-frontend,2019-08-03T06:00:32Z,1,1,JavaScript,True,True,
rahuldkjain,rahuldkjain/django-notifications,2019-02-07T11:35:15Z,0,0,Python,True,True,bsd-3-clause
callicoder,callicoder/algorhythm,2015-05-18T17:59:23Z,3,3,C++,True,True,mit
callicoder,callicoder/AndroidRTC,2016-12-20T12:33:49Z,1,1,Java,True,True,other
callicoder,callicoder/apprtc-android,2016-12-20T12:39:15Z,1,1,Java,True,True,other
callicoder,callicoder/bagpiper,2015-10-15T15:13:03Z,4,4,Python,True,True,
callicoder,callicoder/callicoder,2020-08-14T04:23:46Z,6,6,,True,True,
callicoder,callicoder/clojure-koans,2018-10-31T06:25:03Z,2,2,Clojure,True,True,
callicoder,callicoder/csgo-price-indexing,2016-11-10T06:38:10Z,3,3,Python,True,True,
callicoder,callicoder/emitter,2018-10-16T11:10:01Z,3,3,Go,True,True,agpl-3.0
callicoder,callicoder/ethereum-development,2021-10-23T12:39:36Z,0,0,Solidity,True,True,
callicoder,callicoder/go-commons,2019-09-23T10:40:39Z,9,9,Go,True,True,
callicoder,callicoder/go-docker,2018-12-22T10:59:13Z,44,44,Go,True,True,
callicoder,callicoder/go-docker-compose,2018-12-23T11:25:28Z,114,114,Go,True,True,
callicoder,callicoder/go-docker-swarm,2018-12-23T11:53:38Z,13,13,Go,True,True,
callicoder,callicoder/go-kubernetes,2019-07-23T09:28:06Z,35,35,Go,True,True,
callicoder,callicoder/go-ready,2019-01-30T06:40:51Z,3,3,Go,True,True,
callicoder,callicoder/go-redis-kubernetes,2019-07-24T08:40:27Z,17,17,Go,True,True,
callicoder,callicoder/golang-tutorials,2018-01-19T14:22:33Z,396,396,Go,True,True,
callicoder,callicoder/java-collections-examples,2018-04-24T07:24:10Z,140,140,Java,True,True,
callicoder,callicoder/java-concurrency-examples,2017-05-09T09:01:16Z,282,282,Java,True,True,
callicoder,callicoder/java-read-write-csv-file,2017-09-29T03:45:56Z,66,66,Java,True,True,
callicoder,callicoder/java-read-write-excel-file-using-apache-poi,2017-12-22T12:03:07Z,119,119,Java,True,True,
callicoder,callicoder/java-snowflake,2018-11-17T10:29:36Z,173,173,Java,True,True,
callicoder,callicoder/javafx-examples,2017-05-02T10:20:24Z,104,104,Java,True,True,
callicoder,callicoder/jpa-hibernate-tutorials,2017-11-22T05:20:22Z,274,274,Java,True,True,
callicoder,callicoder/jsonlint,2020-11-19T17:56:11Z,1,1,,True,True,
callicoder,callicoder/kotlin-spring-boot-jpa-rest-api-demo,2017-10-05T08:44:01Z,89,89,Kotlin,True,True,
callicoder,callicoder/kotlin-tutorials,2018-01-19T16:08:39Z,5,5,Kotlin,True,True,
callicoder,callicoder/kubernetes-go-grpc,2018-12-17T17:24:55Z,4,4,Go,True,True,
callicoder,callicoder/lite-rx-api-hands-on,2017-09-08T09:41:58Z,2,2,Java,True,False,
callicoder,callicoder/material-commerce,2015-10-12T11:49:30Z,5,5,HTML,True,True,
vinitshahdeo,vinitshahdeo/10Xtober,2024-10-16T07:06:00Z,0,0,,True,False,mit
vinitshahdeo,vinitshahdeo/50DaysOfJavaScript,2023-01-07T18:03:07Z,31,31,HTML,True,True,mit
vinitshahdeo,vinitshahdeo/Agriculture,2018-03-18T11:34:37Z,0,0,PHP,True,True,mit
vinitshahdeo,vinitshahdeo/AlgoWiki,2018-11-22T01:57:28Z,0,0,CSS,True,True,mit
vinitshahdeo,vinitshahdeo/AndroidApps,2017-06-03T19:26:01Z,0,0,,True,True,mit
vinitshahdeo,vinitshahdeo/api-1,2020-06-28T13:35:49Z,1,1,,True,True,gpl-3.0
vinitshahdeo,vinitshahdeo/auto-comment,2024-02-08T14:27:45Z,0,0,,True,False,mit
vinitshahdeo,vinitshahdeo/awesome-hacktoberfest-2019,2019-10-11T11:39:38Z,1,1,,True,True,
vinitshahdeo,vinitshahdeo/awesome-projects-boilerplates,2019-03-17T20:50:53Z,1,1,,True,True,
vinitshahdeo,vinitshahdeo/awesome-tech-blogs,2022-02-27T21:29:38Z,1,1,JavaScript,True,True,
vinitshahdeo,vinitshahdeo/awesome-twitter-bots,2019-12-21T08:51:15Z,2,2,,True,True,
vinitshahdeo,vinitshahdeo/beautify-github-profile,2022-11-05T21:28:21Z,1,1,,True,True,cc0-1.0
vinitshahdeo,vinitshahdeo/Beginner-Template,2017-07-19T12:18:45Z,0,0,HTML,True,True,mit
vinitshahdeo,vinitshahdeo/celeb-diwali,2018-11-07T21:01:28Z,1,1,JavaScript,True,True,mit
vinitshahdeo,vinitshahdeo/chat-platform,2019-11-19T00:03:54Z,0,0,CSS,True,True,gpl-3.0
vinitshahdeo,vinitshahdeo/ChemicalEquationParser,2017-10-10T17:32:14Z,0,0,HTML,True,True,mit
vinitshahdeo,vinitshahdeo/chrome-app-samples,2017-04-03T16:19:29Z,0,0,JavaScript,True,True,apache-2.0
vinitshahdeo,vinitshahdeo/coaching-website,2017-05-04T20:00:10Z,6,6,HTML,True,True,mit
vinitshahdeo,vinitshahdeo/Code-A-Strike,2017-03-17T20:22:10Z,0,0,PHP,True,True,mit
vinitshahdeo,vinitshahdeo/Code-Monk,2017-10-18T22:11:11Z,0,0,,True,True,mit
vinitshahdeo,vinitshahdeo/CodeChef-VIT-Website,2017-08-27T16:00:54Z,2,2,HTML,True,True,mit
vinitshahdeo,vinitshahdeo/CodeChefVIT,2017-04-12T00:23:18Z,0,0,CSS,True,True,mit
vinitshahdeo,vinitshahdeo/CodeCombat,2017-04-06T20:47:27Z,1,1,JavaScript,True,True,mit
vinitshahdeo,vinitshahdeo/community-codechef,2018-02-01T17:34:11Z,1,1,Java,True,True,
vinitshahdeo,vinitshahdeo/Compiler,2017-11-27T10:18:23Z,0,0,,True,True,mit
vinitshahdeo,vinitshahdeo/Comprehensive,2018-12-14T15:27:44Z,0,0,,True,True,mit
vinitshahdeo,vinitshahdeo/Cook-Off-3.0,2017-09-22T10:17:10Z,7,7,C++,True,True,mit
vinitshahdeo,vinitshahdeo/cookie-cleaner,2019-01-10T12:15:08Z,0,0,CSS,True,True,mit
vinitshahdeo,vinitshahdeo/Cookie-Manager,2019-01-17T17:02:10Z,30,30,JavaScript,True,True,mit
vinitshahdeo,vinitshahdeo/CookOff,2017-05-26T10:56:23Z,1,1,C++,True,True,mit
preethamb97,preethamb97/competitive,2024-04-20T15:48:42Z,1,1,JavaScript,True,True,
preethamb97,preethamb97/competitive-programming-scalable-compilers-docker-load-balancer,2021-07-10T20:33:05Z,2,2,JavaScript,True,True,mit
preethamb97,preethamb97/compitative-programming-preparation,2022-03-10T17:23:10Z,3,3,C++,True,True,
preethamb97,preethamb97/cryto-market-realtime-data-with-top-trending-and-loosing-cryptos,2021-05-15T14:56:01Z,1,1,JavaScript,True,True,
preethamb97,preethamb97/datastructucture-and-algorithm-math,2021-07-16T19:07:24Z,2,2,JavaScript,True,True,
preethamb97,preethamb97/docker-containers,2021-07-01T15:20:09Z,3,3,JavaScript,True,True,
preethamb97,preethamb97/express-app-with-midleware-tdd,2021-08-27T17:29:14Z,1,1,JavaScript,True,True,
preethamb97,preethamb97/flux,2024-08-20T02:28:49Z,0,0,,True,True,apache-2.0
preethamb97,preethamb97/Free-proxy-Finder-and-crawling-anonymously,2020-06-20T08:03:29Z,8,8,Python,True,True,
preethamb97,preethamb97/Interview_DS_Algo,2024-08-31T18:54:39Z,0,0,,True,True,
preethamb97,preethamb97/kubernetes-projects,2022-01-19T16:04:32Z,1,1,,True,True,
preethamb97,preethamb97/nginx-basics-with-docker-and-express,2021-07-10T11:12:34Z,1,1,,True,True,
preethamb97,preethamb97/nginx-loadbalancer-with-docker,2021-07-09T17:12:22Z,5,5,JavaScript,True,True,
preethamb97,preethamb97/nginx-proxy-manager-demo,2022-03-15T17:08:55Z,4,4,,True,True,
preethamb97,preethamb97/nodejs---ultimate-guide,2021-09-12T08:45:04Z,1,1,HTML,True,True,
preethamb97,preethamb97/nodejs-aws-services,2021-09-23T06:53:56Z,1,1,,True,True,
preethamb97,preethamb97/preetham-portfolio,2024-07-22T06:44:24Z,0,0,JavaScript,True,False,
preethamb97,preethamb97/preethamb97,2021-07-07T15:06:31Z,19,19,,True,True,
preethamb97,preethamb97/quicknews,2022-02-19T20:41:37Z,3,3,TypeScript,True,True,
preethamb97,preethamb97/React-Native---Projects,2022-02-13T17:28:00Z,1,1,JavaScript,True,True,
preethamb97,preethamb97/react-projects,2021-09-08T16:25:43Z,1,1,JavaScript,True,True,
preethamb97,preethamb97/reactjs-currency-exchange,2024-08-21T13:46:12Z,0,0,JavaScript,True,False,
preethamb97,preethamb97/realtime-crypto-market-rate-fetcher,2020-04-05T09:18:13Z,3,3,Python,True,True,
preethamb97,preethamb97/Simple-ML-supervised-learning-with-realtime-demo,2019-06-12T16:39:01Z,1,1,Python,True,True,
preethamb97,preethamb97/simple-php-Rest-API,2019-12-22T03:42:58Z,1,1,PHP,True,True,
preethamb97,preethamb97/Tailwind-CSS---Projects,2022-01-16T15:06:10Z,1,1,JavaScript,True,True,
preethamb97,preethamb97/utilizing-cores-with-express,2021-07-19T17:25:08Z,2,2,JavaScript,True,True,
preethamb97,preethamb97/vim-config,2024-05-19T17:47:26Z,0,0,Lua,True,True,apache-2.0
preethamb97,preethamb97/webrtc,2022-03-14T16:38:22Z,2,2,JavaScript,True,True,
preethamb97,preethamb97/YouTube,2024-08-21T06:06:36Z,0,0,,True,True,
nikhita,nikhita/.github,2021-01-28T08:59:21Z,0,0,,True,True,apache-2.0
nikhita,nikhita/AlgoWiki,2016-08-03T16:23:46Z,1,1,HTML,True,True,mit
nikhita,nikhita/anaconda_rust,2017-02-12T02:54:44Z,1,1,Python,True,True,gpl-3.0
nikhita,nikhita/api,2017-10-23T11:55:53Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/apiextensions-apiserver,2017-10-23T11:53:18Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/apimachinery,2017-10-23T11:50:23Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/apiserver,2017-10-23T11:48:12Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/apiserver-builder,2018-09-01T13:17:48Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/application,2020-07-11T15:03:13Z,0,0,,True,False,apache-2.0
nikhita,nikhita/architecture-tracking,2018-09-01T14:12:31Z,1,1,,True,False,apache-2.0
nikhita,nikhita/asknot-ng,2017-11-25T17:53:58Z,1,1,JavaScript,True,False,gpl-3.0
nikhita,nikhita/autoscaler,2017-09-25T18:51:58Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/awesome-go,2017-06-10T23:45:07Z,1,1,Go,True,False,mit
nikhita,nikhita/aws-alb-ingress-controller,2018-12-27T10:22:12Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/aws-iam-authenticator,2018-12-27T11:52:05Z,1,1,Go,True,False,apache-2.0
nikhita,nikhita/AzureGameServersScalingKubernetes,2018-08-27T13:05:58Z,1,1,Go,True,False,mit
nikhita,nikhita/bazel,2018-06-27T08:47:14Z,1,1,Java,True,True,apache-2.0
nikhita,nikhita/bazel-gazelle,2018-07-06T10:17:21Z,1,1,Go,True,False,apache-2.0
nikhita,nikhita/checkfileinrepo,2018-12-26T21:32:15Z,2,2,Go,True,True,mit
nikhita,nikhita/clabot-test,2019-07-23T17:19:02Z,1,1,,True,True,
nikhita,nikhita/client-go,2017-05-28T20:36:42Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/client-go-1,2018-06-25T07:11:40Z,1,1,Shell,True,True,apache-2.0
nikhita,nikhita/client-go-4-to-5,2017-12-12T16:27:47Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/cloud-provider,2018-12-04T05:01:42Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/cloud-provider-alibaba-cloud,2018-12-27T09:53:32Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/cloud-provider-aws,2018-07-19T04:53:21Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/cloud-provider-azure,2018-07-19T05:00:25Z,1,1,Go,True,True,apache-2.0
nikhita,nikhita/cloud-provider-baiducloud,2020-07-11T15:11:44Z,0,0,,True,True,apache-2.0
nikhita,nikhita/cloud-provider-gcp,2018-07-19T05:06:24Z,1,1,Shell,True,True,apache-2.0
nikhita,nikhita/cloud-provider-sample,2018-12-27T10:07:06Z,1,1,,True,True,
captn3m0,captn3m0/.css,2014-06-06T14:37:50Z,0,0,CSS,True,True,
captn3m0,captn3m0/.js,2014-06-06T14:37:30Z,0,0,JavaScript,True,True,
captn3m0,captn3m0/1mb-club,2022-07-19T05:49:46Z,0,0,,True,True,mit
captn3m0,captn3m0/512kb.club,2023-06-09T09:37:41Z,0,0,,True,True,mit
captn3m0,captn3m0/access-dashboard,2014-10-15T04:47:52Z,0,0,Ruby,True,True,
captn3m0,captn3m0/AddToEvernote,2014-06-14T15:42:11Z,0,0,PHP,True,True,mit
captn3m0,captn3m0/airsonic-documentation,2018-01-01T00:57:36Z,0,0,,True,False,gpl-3.0
captn3m0,captn3m0/airsonic.github.io,2018-01-25T18:42:49Z,0,0,JavaScript,True,False,other
captn3m0,captn3m0/airtel-blocked-hosts,2021-10-10T07:28:56Z,20,20,Shell,False,True,wtfpl
captn3m0,captn3m0/akira,2012-04-06T15:24:20Z,1,1,JavaScript,True,True,
captn3m0,captn3m0/akira-backend,2012-04-06T15:26:15Z,2,2,PHP,True,True,
captn3m0,captn3m0/algorithms,2012-10-30T03:15:00Z,0,0,C++,True,True,
captn3m0,captn3m0/alpha-zero-general,2020-06-23T18:21:30Z,0,0,,True,True,mit
captn3m0,captn3m0/Amazon-Alert,2017-08-03T05:50:14Z,2,2,Python,True,True,
captn3m0,captn3m0/amazon-eks-user-guide,2022-09-19T05:52:10Z,0,0,,True,False,other
captn3m0,captn3m0/amon,2014-08-16T05:18:03Z,17,17,Ruby,True,True,
captn3m0,captn3m0/annotated_deep_learning_paper_implementations,2021-06-23T06:43:06Z,0,0,,True,True,mit
captn3m0,captn3m0/ansible-role-ruby,2014-09-25T08:03:33Z,0,0,,True,True,
captn3m0,captn3m0/apk-mitm-docker,2024-03-03T13:35:50Z,0,0,Dockerfile,True,True,mit
captn3m0,captn3m0/apkleaks,2022-03-11T06:16:24Z,0,0,,True,True,apache-2.0
captn3m0,captn3m0/argo-cd,2023-07-31T08:55:40Z,0,0,,True,True,apache-2.0
captn3m0,captn3m0/ariel,2011-03-30T02:48:09Z,2,2,JavaScript,True,True,
captn3m0,captn3m0/asahi-identifier,2024-03-05T10:42:00Z,0,0,Shell,True,True,
captn3m0,captn3m0/asmodee-owns-it,2022-10-11T06:03:37Z,1,1,PHP,True,True,
captn3m0,captn3m0/atom,2014-05-08T06:52:05Z,0,0,CoffeeScript,True,False,mit
captn3m0,captn3m0/Atraci-website,2014-10-06T11:03:02Z,0,0,,True,True,
captn3m0,captn3m0/audioserve,2019-01-01T19:50:14Z,0,0,Rust,True,True,
captn3m0,captn3m0/aur-python-present,2020-09-16T09:44:20Z,1,1,Shell,True,True,
captn3m0,captn3m0/avatars,2014-06-09T19:33:10Z,2,2,,True,True,cc-by-sa-4.0
captn3m0,captn3m0/awesome,2015-07-17T07:52:55Z,1,1,,True,False,
sunnysavita10,sunnysavita10/AI-Agents,2024-06-23T07:00:27Z,2,2,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/Airflow-Windows-Installation,2023-01-28T05:57:38Z,2,2,Dockerfile,True,True,gpl-3.0
sunnysavita10,sunnysavita10/Algerian-Forest-Fires-Prediction,2023-03-17T15:24:51Z,2,2,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/annoy,2023-02-28T11:25:03Z,2,2,,True,True,apache-2.0
sunnysavita10,sunnysavita10/Automated-MCQ-Generator-Using-Langchain-OpenAI-API,2023-12-11T10:06:46Z,49,49,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/awesome-deep-learning-papers,2023-08-28T20:08:19Z,4,4,,True,True,
sunnysavita10,sunnysavita10/AzureOpenAI-Crash-Course,2024-05-24T11:05:07Z,17,17,Python,True,True,
sunnysavita10,sunnysavita10/BentoML,2023-03-18T07:53:52Z,1,1,,True,False,apache-2.0
sunnysavita10,sunnysavita10/cassandra,2021-08-13T11:41:07Z,2,2,,True,False,apache-2.0
sunnysavita10,sunnysavita10/Census-Income-Prediction,2023-03-25T10:36:53Z,4,4,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/Chainlit,2024-05-05T05:21:09Z,1,1,Python,True,True,
sunnysavita10,sunnysavita10/Chest-XRay-Classification,2024-02-05T08:58:36Z,9,9,Jupyter Notebook,True,True,mit
sunnysavita10,sunnysavita10/CI-CD-Demo,2022-10-27T19:21:08Z,1,1,Python,True,True,mit
sunnysavita10,sunnysavita10/CircleCI-Demo,2022-05-31T16:06:56Z,2,2,Python,True,True,mit
sunnysavita10,sunnysavita10/CNN-Image-Classifier-with-DVC,2023-09-28T14:58:38Z,7,7,Jupyter Notebook,True,True,mit
sunnysavita10,sunnysavita10/Confluent-Kafka-Setup,2023-01-14T06:28:25Z,1,1,,True,True,mit
sunnysavita10,sunnysavita10/Confluent-Kafka-with-Python-Streamlining-Data,2023-01-14T06:59:54Z,4,4,Python,True,True,mit
sunnysavita10,sunnysavita10/Convolutional-Neural-Network-CNN-foundation,2023-01-14T12:20:19Z,12,12,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/Credit-Card-Default-Prediction,2023-06-14T14:59:24Z,6,6,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/Data-Science-Interview-Prepration,2024-02-26T09:39:47Z,23,23,,True,True,
sunnysavita10,sunnysavita10/Data-Science-Interview-Questions-30-days-interview-preparation-,2020-10-09T06:56:48Z,106,106,,True,True,
sunnysavita10,sunnysavita10/Decision-Tree-Implementation,2020-04-01T13:37:20Z,2,2,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/Deep-Learning-ANN,2023-07-08T12:26:21Z,37,37,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/Deploy-BERT-for-Sentiment-Analysis-with-FastAPI,2023-02-28T17:00:39Z,3,3,,True,True,mit
sunnysavita10,sunnysavita10/Deployement-Using-AWS-App-Runner,2023-01-19T09:47:34Z,2,2,Python,True,True,
sunnysavita10,sunnysavita10/Dog-Cat-Classifier-Image-Classifier-,2020-10-17T15:01:36Z,2,2,HTML,True,True,
sunnysavita10,sunnysavita10/DVC-Demo,2023-06-25T09:58:52Z,5,5,Jupyter Notebook,True,True,
sunnysavita10,sunnysavita10/E-Commerce-Chatbot,2024-05-17T11:49:44Z,4,4,Python,True,True,
sunnysavita10,sunnysavita10/End-to-End-Forest-Cover-Type-Prediction,2020-08-18T10:50:11Z,6,6,Python,True,True,
sunnysavita10,sunnysavita10/End-To-End-ML-Project-Template,2022-06-05T16:51:46Z,3,3,Shell,True,True,mit
laxmimerit,laxmimerit/All-CSV-ML-Data-Files-Download,2019-05-26T18:35:09Z,48,48,,True,True,
laxmimerit,laxmimerit/Amazon-Musical-Reviews-Rating-Dataset,2020-08-19T20:01:55Z,8,8,,True,True,
laxmimerit,laxmimerit/aws-shell,2020-08-22T09:20:03Z,0,0,,True,False,apache-2.0
laxmimerit,laxmimerit/Bank-Customer-Satisfaction-Prediction-Using-CNN-and-Feature-Selection,2019-09-03T17:17:56Z,0,0,Jupyter Notebook,True,True,
laxmimerit,laxmimerit/Breast-Cancer-Detection-Using-CNN-in-Python,2019-09-03T09:04:04Z,0,0,Jupyter Notebook,True,True,
laxmimerit,laxmimerit/Building-Your-First-ANN-with-TensorFlow-2.0,2019-08-28T16:14:17Z,3,3,Jupyter Notebook,True,True,
laxmimerit,laxmimerit/climate,2020-12-17T20:36:09Z,0,0,,True,True,mit
laxmimerit,laxmimerit/complete-seaborn-crash-course,2019-06-04T00:26:25Z,0,0,Jupyter Notebook,True,True,
laxmimerit,laxmimerit/COVID-19,2021-01-01T17:50:49Z,1,1,,True,True,
